value         ours       lib        diff
cos(208.80)  -0.876307  -0.876307   0.000000
sin(210.60)  -0.509041  -0.509041  -0.000000
cos(210.60)  -0.860742  -0.860742   0.000000
sin(212.40)  -0.535827  -0.535827  -0.000000
cos(212.40)  -0.844328  -0.844328   0.000000
sin(214.20)  -0.562083  -0.562083  -0.000000
cos(214.20)  -0.827081  -0.827081   0.000000
sin(216.00)  -0.587785  -0.587785  -0.000000
cos(216.00)  -0.809017  -0.809017   0.000000
sin(217.80)  -0.612907  -0.612907  -0.000000
cos(217.80)  -0.790155  -0.790155   0.000000
sin(219.60)  -0.637424  -0.637424  -0.000000
cos(219.60)  -0.770513  -0.770513   0.000000
sin(221.40)  -0.661312  -0.661312  -0.000000
cos(221.40)  -0.750111  -0.750111   0.000000
sin(223.20)  -0.684547  -0.684547  -0.000000
cos(223.20)  -0.728969  -0.728969   0.000000
sin(225.00)  -0.707107  -0.707107  -0.000000
cos(225.00)  -0.707107  -0.707107   0.000000
sin(226.80)  -0.728969  -0.728969  -0.000000
cos(226.80)  -0.684547  -0.684547   0.000000
sin(228.60)  -0.750111  -0.750111  -0.000000
cos(228.60)  -0.661312  -0.661312   0.000000
sin(230.40)  -0.770513  -0.770513  -0.000000
cos(230.40)  -0.637424  -0.637424   0.000000
sin(232.20)  -0.790155  -0.790155  -0.000000
cos(232.20)  -0.612907  -0.612907   0.000000
sin(234.00)  -0.809017  -0.809017  -0.000000
cos(234.00)  -0.587785  -0.587785   0.000000
sin(235.80)  -0.827081  -0.827081  -0.000000
cos(235.80)  -0.562083  -0.562083   0.000000
sin(237.60)  -0.844328  -0.844328  -0.000000
cos(237.60)  -0.535827  -0.535827   0.000000
sin(239.40)  -0.860742  -0.860742  -0.000000
cos(239.40)  -0.509041  -0.509041   0.000000
sin(241.20)  -0.876307  -0.876307  -0.000000
cos(241.20)  -0.481754  -0.481754   0.000000
sin(243.00)  -0.891007  -0.891007  -0.000000
cos(243.00)  -0.453990  -0.453990   0.000000
sin(244.80)  -0.904827  -0.904827  -0.000000
cos(244.80)  -0.425779  -0.425779   0.000000
sin(246.60)  -0.917755  -0.917755  -0.000000
cos(246.60)  -0.397148  -0.397148   0.000000
sin(248.40)  -0.929776  -0.929776  -0.000000
cos(248.40)  -0.368125  -0.368125   0.000000
sin(250.20)  -0.940881  -0.940881  -0.000000
cos(250.20)  -0.338738  -0.338738   0.000000
sin(252.00)  -0.951057  -0.951057  -0.000000
cos(252.00)  -0.309017  -0.309017   0.000000
sin(253.80)  -0.960294  -0.960294  -0.000000
cos(253.80)  -0.278991  -0.278991   0.000000
sin(255.60)  -0.968583  -0.968583  -0.000000
cos(255.60)  -0.248690  -0.248690   0.000000
sin(257.40)  -0.975917  -0.975917  -0.000000
cos(257.40)  -0.218143  -0.218143   0.000000
sin(259.20)  -0.982287  -0.982287  -0.000000
cos(259.20)  -0.187381  -0.187381   0.000000
sin(261.00)  -0.987688  -0.987688  -0.000000
cos(261.00)  -0.156434  -0.156434   0.000000
sin(262.80)  -0.992115  -0.992115  -0.000000
cos(262.80)  -0.125333  -0.125333   0.000000
sin(264.60)  -0.995562  -0.995562  -0.000000
cos(264.60)  -0.094108  -0.094108   0.000000
sin(266.40)  -0.998027  -0.998027  -0.000000
cos(266.40)  -0.062791  -0.062791   0.000000
sin(268.20)  -0.999507  -0.999507  -0.000000
cos(268.20)  -0.031411  -0.031411   0.000000
sin(270.00)  -1.000000  -1.000000   0.000000
cos(270.00)   0.000000  -0.000000   0.000000
sin(271.80)  -0.999507  -0.999507   0.000000
cos(271.80)   0.031411   0.031411   0.000000
sin(273.60)  -0.998027  -0.998027   0.000000
cos(273.60)   0.062791   0.062791   0.000000
sin(275.40)  -0.995562  -0.995562   0.000000
cos(275.40)   0.094108   0.094108   0.000000
sin(277.20)  -0.992115  -0.992115   0.000000
cos(277.20)   0.125333   0.125333   0.000000
sin(279.00)  -0.987688  -0.987688   0.000000
cos(279.00)   0.156434   0.156434   0.000000
sin(280.80)  -0.982287  -0.982287   0.000000
cos(280.80)   0.187381   0.187381   0.000000
sin(282.60)  -0.975917  -0.975917   0.000000
cos(282.60)   0.218143   0.218143   0.000000
sin(284.40)  -0.968583  -0.968583   0.000000
cos(284.40)   0.248690   0.248690   0.000000
